iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
OWID_AFR,,Africa,2/13/2020,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/14/2020,1,1,,,0,,0.001,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/15/2020,1,0,,,0,,0.001,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/16/2020,1,0,,,0,,0.001,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/17/2020,1,0,,,0,,0.001,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/18/2020,1,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/19/2020,1,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/20/2020,1,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/21/2020,1,0,0,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/22/2020,1,0,0,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/23/2020,1,0,0,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/24/2020,1,0,0,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/25/2020,2,1,0.143,,0,0,0.001,0.001,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/26/2020,2,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/27/2020,2,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/28/2020,3,1,0.286,,0,0,0.002,0.001,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,2/29/2020,3,0,0.286,,0,0,0.002,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/1/2020,4,1,0.429,,0,0,0.003,0.001,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/2/2020,8,4,1,,0,0,0.006,0.003,0.001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/3/2020,11,3,1.286,,0,0,0.008,0.002,0.001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/4/2020,21,10,2.714,,0,0,0.015,0.007,0.002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/5/2020,24,3,3.143,,0,0,0.017,0.002,0.002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/6/2020,43,19,5.714,,0,0,0.03,0.013,0.004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/7/2020,43,0,5.714,,0,0,0.03,0,0.004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/8/2020,83,40,11.286,1,1,0.143,0.058,0.028,0.008,0.001,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/9/2020,91,8,11.857,1,0,0.143,0.064,0.006,0.008,0.001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/10/2020,104,13,13.286,2,1,0.286,0.073,0.009,0.009,0.001,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/11/2020,118,14,13.857,2,0,0.286,0.083,0.01,0.01,0.001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/12/2020,134,16,15.714,3,1,0.429,0.094,0.011,0.011,0.002,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/13/2020,176,42,19,6,3,0.857,0.123,0.029,0.013,0.004,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/14/2020,252,76,29.857,7,1,1,0.177,0.053,0.021,0.005,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/15/2020,317,65,33.429,8,1,1,0.222,0.046,0.023,0.006,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/16/2020,404,87,44.714,8,0,1,0.283,0.061,0.031,0.006,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/17/2020,492,88,55.429,11,3,1.286,0.345,0.062,0.039,0.008,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/18/2020,610,118,70.286,17,6,2.143,0.428,0.083,0.049,0.012,0.004,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/19/2020,788,178,93.429,20,3,2.429,0.552,0.125,0.065,0.014,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/20/2020,970,182,113.429,26,6,2.857,0.68,0.128,0.08,0.018,0.004,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/21/2020,1170,206,132,35,9,4,0.82,0.144,0.093,0.025,0.006,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/22/2020,1423,253,158.857,46,11,5.429,0.997,0.177,0.111,0.032,0.008,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/23/2020,1806,383,201.143,55,9,6.714,1.266,0.268,0.141,0.039,0.006,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/24/2020,2244,438,251.143,62,7,7.286,1.573,0.307,0.176,0.043,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/25/2020,2767,523,309,73,11,8,1.939,0.367,0.217,0.051,0.008,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/26/2020,3293,526,358.714,91,18,10.143,2.308,0.369,0.251,0.064,0.013,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/27/2020,3873,580,415.571,115,24,12.714,2.715,0.407,0.291,0.081,0.017,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/28/2020,4216,343,435.143,134,19,14.143,2.955,0.24,0.305,0.094,0.013,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/29/2020,4780,564,479.571,151,17,15,3.35,0.395,0.336,0.106,0.012,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/30/2020,5175,395,481.286,172,21,16.714,3.627,0.277,0.337,0.121,0.015,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,3/31/2020,5761,586,502.429,198,26,19.429,4.038,0.411,0.352,0.139,0.018,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/1/2020,6360,599,513.286,233,35,22.857,4.458,0.42,0.36,0.163,0.025,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/2/2020,7016,656,531.857,285,52,27.714,4.918,0.46,0.373,0.2,0.036,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/3/2020,7897,881,574.857,331,46,30.857,5.535,0.617,0.403,0.232,0.032,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/4/2020,8579,682,623.286,382,51,35.429,6.013,0.478,0.437,0.268,0.036,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/5/2020,9264,685,640.571,442,60,41.571,6.493,0.48,0.449,0.31,0.042,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/6/2020,9980,716,686.429,487,45,45,6.995,0.502,0.481,0.341,0.032,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/7/2020,10608,628,692.429,533,46,47.857,7.435,0.44,0.485,0.374,0.032,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/8/2020,11414,806,722,573,40,48.571,8,0.565,0.506,0.402,0.028,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/9/2020,12207,793,741.571,627,54,48.857,8.556,0.556,0.52,0.439,0.038,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/10/2020,12901,694,714.857,690,63,51.286,9.042,0.486,0.501,0.484,0.044,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/11/2020,13615,714,719.429,742,52,51.429,9.543,0.5,0.504,0.52,0.036,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/12/2020,14484,869,745.714,788,46,49.429,10.152,0.609,0.523,0.552,0.032,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/13/2020,15256,772,753.714,833,45,49.429,10.693,0.541,0.528,0.584,0.032,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/14/2020,16227,971,802.714,873,40,48.571,11.374,0.681,0.563,0.612,0.028,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/15/2020,17192,965,825.429,910,37,48.143,12.05,0.676,0.579,0.638,0.026,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/16/2020,18360,1168,879,965,55,48.286,12.869,0.819,0.616,0.676,0.039,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/17/2020,19763,1403,980.286,1015,50,46.429,13.852,0.983,0.687,0.711,0.035,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/18/2020,21071,1309,1065.286,1058,43,45.143,14.769,0.917,0.747,0.742,0.03,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/19/2020,22268,1197,1112.143,1120,62,47.429,15.608,0.839,0.78,0.785,0.043,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/20/2020,23431,1163,1168,1159,39,46.571,16.423,0.815,0.819,0.812,0.027,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/21/2020,24507,1076,1183,1189,30,45.143,17.177,0.754,0.829,0.833,0.021,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/22/2020,25910,1403,1245.571,1240,51,47.143,18.16,0.983,0.873,0.869,0.036,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/23/2020,27347,1437,1284,1297,57,47.429,19.168,1.007,0.9,0.909,0.04,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/24/2020,29052,1705,1327.143,1324,27,44.143,20.363,1.195,0.93,0.928,0.019,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/25/2020,30296,1244,1317.857,1372,48,44.857,21.234,0.872,0.924,0.962,0.034,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/26/2020,31828,1532,1365.714,1422,50,43.143,22.308,1.074,0.957,0.997,0.035,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/27/2020,33165,1337,1390.571,1461,39,43.143,23.245,0.937,0.975,1.024,0.027,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/28/2020,34784,1619,1468.143,1522,61,47.571,24.38,1.135,1.029,1.067,0.043,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/29/2020,36807,2023,1556.714,1588,66,49.714,25.798,1.418,1.091,1.113,0.046,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,4/30/2020,38753,1946,1629.429,1634,46,48.143,27.162,1.364,1.142,1.145,0.032,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/1/2020,40468,1715,1630.857,1690,56,52.286,28.364,1.202,1.143,1.185,0.039,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/2/2020,42705,2243,1773.571,1759,69,55.286,29.932,1.572,1.243,1.233,0.048,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/3/2020,44297,1592,1782.143,1796,37,53.429,31.048,1.116,1.249,1.259,0.026,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/4/2020,46951,2654,1970.286,1842,46,54.429,32.908,1.86,1.381,1.291,0.032,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/5/2020,48993,2042,2030.714,1906,64,54.857,34.339,1.431,1.423,1.336,0.045,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/6/2020,51535,2542,2104.857,2006,100,59.714,36.121,1.782,1.475,1.406,0.07,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/7/2020,54022,2487,2182.143,2073,67,62.714,37.864,1.743,1.529,1.453,0.047,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/8/2020,57647,3625,2455,2154,81,66.286,40.405,2.541,1.721,1.51,0.057,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/9/2020,60507,2860,2543.143,2221,67,66,42.409,2.005,1.782,1.557,0.047,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/10/2020,63086,2579,2684.143,2290,69,70.571,44.217,1.808,1.881,1.605,0.048,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/11/2020,66145,3066,2743,2344,54,71.714,46.361,2.149,1.923,1.643,0.038,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/12/2020,69312,3167,2903.714,2395,51,69.857,48.581,2.22,2.035,1.679,0.036,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/13/2020,72226,2914,2956.857,2493,98,69.571,50.623,2.042,2.072,1.747,0.069,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/14/2020,75344,3118,3047,2562,69,69.857,52.809,2.185,2.136,1.796,0.048,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/15/2020,78270,2926,2947.143,2624,62,67.143,54.859,2.051,2.066,1.839,0.043,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/16/2020,81273,3003,2967.571,2708,84,69.571,56.964,2.105,2.08,1.898,0.059,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/17/2020,84587,3314,3072.571,2758,50,66.857,59.287,2.323,2.154,1.933,0.035,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/18/2020,88255,3668,3158.571,2831,73,69.571,61.858,2.571,2.214,1.984,0.051,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/19/2020,91266,3220,3166.143,2906,75,73,63.968,2.257,2.219,2.037,0.053,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/20/2020,95057,3791,3291.429,2990,84,71,66.625,2.657,2.307,2.096,0.059,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/21/2020,99752,4799,3531.571,3095,105,76.143,69.916,3.364,2.475,2.169,0.074,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/22/2020,103620,3868,3666.143,3183,88,79.857,72.627,2.711,2.57,2.231,0.062,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/23/2020,107485,3865,3789.286,3255,72,78.143,75.336,2.709,2.656,2.281,0.05,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/24/2020,111605,4120,3904.429,3354,99,85.143,78.224,2.888,2.737,2.351,0.069,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/25/2020,115733,4128,3970.143,3479,125,92.571,81.117,2.893,2.783,2.438,0.088,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/26/2020,119444,3711,4040.286,3591,112,97.857,83.718,2.601,2.832,2.517,0.079,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/27/2020,124524,5080,4224.429,3698,107,101.143,87.279,3.561,2.961,2.592,0.075,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/28/2020,129440,4916,4241.143,3791,93,99.429,90.725,3.446,2.973,2.657,0.065,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/29/2020,135186,5746,4509.429,3922,131,105.571,94.752,4.027,3.161,2.749,0.092,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/30/2020,141304,6118,4831.286,4069,147,116.286,99.04,4.288,3.386,2.852,0.103,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,5/31/2020,146551,5247,4992.286,4222,153,124,102.718,3.678,3.499,2.959,0.107,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,6/1/2020,152336,5785,5229,4343,121,123.429,106.772,4.055,3.665,3.044,0.085,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,6/2/2020,157214,4878,5395.714,4493,150,128.857,110.191,3.419,3.782,3.149,0.105,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,6/3/2020,162311,5097,5398.143,4601,108,129,113.764,3.572,3.784,3.225,0.076,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,6/4/2020,169417,7106,5711,4756,155,137.857,118.744,4.981,4.003,3.333,0.109,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,6/5/2020,176603,7186,5916.714,4913,157,141.571,123.781,5.037,4.147,3.444,0.11,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,6/6/2020,183202,6599,5985.429,5055,142,140.857,128.406,4.625,4.195,3.543,0.1,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,6/7/2020,189536,6334,6140.714,5188,133,138,132.846,4.44,4.304,3.636,0.093,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
OWID_AFR,,Africa,6/8/2020,196187,6651,6264.429,5363,175,145.714,137.508,4.662,4.391,3.759,0.123,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614,,,,
